    （000001）华夏成长 | 基金吧 | 档案
    （100037）富国优化增强债券C | 基金吧 | 档案
    （100038）富国量化沪深300 | 基金吧 | 档案
    （100039）富国通胀通缩主题轮动混合 | 基金吧 | 档案
    （100050）富国全球债券 | 基金吧 | 档案
    （100051）富国可转换债券 | 基金吧 | 档案
    （100053）富国上证综指联接 | 基金吧 | 档案
    （100055）富国全球顶级消费品混合 | 基金吧 | 档案
    （100056）富国低碳环保混合 | 基金吧 | 档案
    （100058）富国产业债债券 | 基金吧 | 档案
    （100060）富国高新技术产业混合 | 基金吧 | 档案
    （100061）富国中国中小盘混合 | 基金吧 | 档案
    （100066）富国纯债A | 基金吧 | 档案
    （100068）富国纯债C | 基金吧 | 档案
    （100072）富国强回报A/B级 | 基金吧 | 档案
    （100073）富国强回报C级 | 基金吧 | 档案
    （110001）易方达平稳增长 | 基金吧 | 档案
    （110002）易方达策略成长 | 基金吧 | 档案
    （110003）易方达上证50 | 基金吧 | 档案
    （110005）易方达积极成长 | 基金吧 | 档案
    （110006）易方达货币A | 基金吧 | 档案
    （110007）易方达稳健收益债券A | 基金吧 | 档案
    （110008）易方达稳健收益债券B | 基金吧 | 档案
    （110009）易方达价值精选混合 | 基金吧 | 档案
    （110010）易方达价值成长混合A | 基金吧 | 档案
    （110011）易方达中小盘混合 | 基金吧 | 档案
    （110012）易方达科汇灵活配置 | 基金吧 | 档案
    （110013）易方达科翔混合 | 基金吧 | 档案
    （110015）易方达行业领先混合 | 基金吧 | 档案
    （110016）易方达货币B | 基金吧 | 档案
    （110017）易方达增强债券A | 基金吧 | 档案
    （110018）易方达增强债券B | 基金吧 | 档案
    （110019）易方达深证100联接 | 基金吧 | 档案
    （110020）易方达沪深300ETF联接 | 基金吧 | 档案
    （110021）易方达上证中盘联接 | 基金吧 | 档案
    （110022）易方达消费行业 | 基金吧 | 档案
    （110023）易方达医疗保健行业混合 | 基金吧 | 档案
    （110025）易方达资源行业混合 | 基金吧 | 档案
    （110026）易方达创业板联接 | 基金吧 | 档案
    （110027）易方达安心债券A | 基金吧 | 档案
    （110028）易方达安心债券B | 基金吧 | 档案
    （110029）易方达科讯混合 | 基金吧 | 档案
    （110030）易方达沪深300量化增强 | 基金吧 | 档案
    （110031）易方达恒生ETF联接 | 基金吧 | 档案
    （110032）易方达恒生联接现汇 | 基金吧 | 档案
    （110033）易方达恒生联接现钞 | 基金吧 | 档案
    （110035）易方达双债强债A | 基金吧 | 档案
    （110036）易方达双债强债C | 基金吧 | 档案
    （110037）易方达纯债债券A | 基金吧 | 档案
    （110038）易方达纯债债券C | 基金吧 | 档案
    （110050）易方达月月利理财债券A | 基金吧 | 档案
    （110051）易方达月月利理财债券B | 基金吧 | 档案
    （110052）易方达双月利理财债券A | 基金吧 | 档案
    （110053）易方达双月利理财债券B | 基金吧 | 档案
    （112002）易方达策略成长二号 | 基金吧 | 档案
    （118001）易方达亚洲精选 | 基金吧 | 档案
    （118002）易方达标普消费品指数 | 基金吧 | 档案
    （121001）国投瑞银融华债券 | 基金吧 | 档案
    （121002）国投瑞银景气行业混合 | 基金吧 | 档案
    （121003）国投瑞银核心企业混合 | 基金吧 | 档案
    （121005）国投瑞银创新动力混合 | 基金吧 | 档案
    （121006）国投瑞银稳健增长 | 基金吧 | 档案
    （121008）国投瑞银成长优选混合 | 基金吧 | 档案
    （121009）国投瑞银稳定增利债券A | 基金吧 | 档案
    （121010）国投瑞银瑞源保本 | 基金吧 | 档案
    （121011）国投瑞银货币A | 基金吧 | 档案
    （121012）国投瑞银优化强债A/B | 基金吧 | 档案
    （121013）国投瑞银纯债A | 基金吧 | 档案
    （128011）国投瑞银货币B | 基金吧 | 档案
    （128013）国投瑞银纯债B | 基金吧 | 档案
    （128112）国投瑞银优化强债C | 基金吧 | 档案
    （150005）银河银富货币A | 基金吧 | 档案
    （150008）国投瑞银瑞和小康 | 基金吧 | 档案
    （150009）国投瑞银瑞和远见 | 基金吧 | 档案
    （150012）国联安双禧中证100A | 基金吧 | 档案
    （150013）国联安双禧中证100B | 基金吧 | 档案
    （150015）银河银富货币B | 基金吧 | 档案
    （150016）兴全合润分级混合A | 基金吧 | 档案
    （150017）兴全合润分级混合B | 基金吧 | 档案
    （150018）银华稳进 | 基金吧 | 档案
    （150019）银华锐进 | 基金吧 | 档案
    （150020）富国汇利回报分级债券A | 基金吧 | 档案
    （150021）富国汇利回报分级债券B | 基金吧 | 档案
    （150022）申万菱信深证成指分级收益 | 基金吧 | 档案
    （150023）申万菱信深证成指分级进取 | 基金吧 | 档案
    （150028）信诚中证500A | 基金吧 | 档案
    （150029）信诚中证500B | 基金吧 | 档案
    （150030）银华中证等权90金利 | 基金吧 | 档案
    （150031）银华中证等权90鑫利 | 基金吧 | 档案
    （150032）嘉实多利优先 | 基金吧 | 档案
    （150033）嘉实多利进取 | 基金吧 | 档案
    （150036）建信稳健 | 基金吧 | 档案
    （150037）建信进取 | 基金吧 | 档案
    （150039）中欧鼎利分级债券A | 基金吧 | 档案
    （150040）中欧鼎利分级债券B | 基金吧 | 档案
    （150047）银华消费A | 基金吧 | 档案
    （150048）银华消费B | 基金吧 | 档案
    （150049）南方消费收益 | 基金吧 | 档案
    （150050）南方消费进取 | 基金吧 | 档案
    （150051）信诚沪深300分级A | 基金吧 | 档案
    （150052）信诚沪深300分级B | 基金吧 | 档案
    （150053）泰达中证500稳健 | 基金吧 | 档案
    （150054）泰达中证500进取 | 基金吧 | 档案
    （150055）工银中证500分级A | 基金吧 | 档案
    （150056）工银中证500分级B | 基金吧 | 档案
    （150057）长城久兆中小板稳健 | 基金吧 | 档案
    （150058）长城久兆中小板积极 | 基金吧 | 档案
    （150059）银华金瑞 | 基金吧 | 档案
    （150060）银华鑫瑞 | 基金吧 | 档案
    （150064）长盛同瑞200分级A | 基金吧 | 档案
    （150065）长盛同瑞200分级B | 基金吧 | 档案
    （150066）国泰互利分级债券A | 基金吧 | 档案
    （150067）国泰互利分级债券B | 基金吧 | 档案
    （150073）诺安稳健 | 基金吧 | 档案
    （150075）诺安进取 | 基金吧 | 档案
    （150076）浙商稳健 | 基金吧 | 档案
    （150077）浙商进取 | 基金吧 | 档案
    （150083）广发深证100A | 基金吧 | 档案
    （150084）广发深证100B | 基金吧 | 档案
    （150085）申万中小板分级A | 基金吧 | 档案
    （150086）申万中小板分级B | 基金吧 | 档案
    （150090）万家中创指数分级A | 基金吧 | 档案
    （150091）万家中创指数分级B | 基金吧 | 档案
    （150092）诺德深证300指数分级A | 基金吧 | 档案
    （150093）诺德深证300指数分级B | 基金吧 | 档案
    （150094）泰信基本面400A | 基金吧 | 档案
    （150095）泰信基本面400B | 基金吧 | 档案
    （150096）招商中证商品A | 基金吧 | 档案
    （150097）招商中证商品B | 基金吧 | 档案
    （150100）鹏华资源分级A | 基金吧 | 档案
    （150101）鹏华资源分级B | 基金吧 | 档案
    （150103）银河银泰理财 | 基金吧 | 档案
    （150104）华安沪深300指数分级A | 基金吧 | 档案
    （150105）华安沪深300指数分级B | 基金吧 | 档案
    （150106）易方达稳健 | 基金吧 | 档案
    （150107）易方达进取 | 基金吧 | 档案
    （150108）长盛同辉深100等权重A | 基金吧 | 档案
    （150109）长盛同辉深100等权重B | 基金吧 | 档案
    （150112）深证100A | 基金吧 | 档案
    （150113）深证100B | 基金吧 | 档案
    （150117）国泰国证房地产行业指数分级A | 基金吧 | 档案
    （150118）国泰国证房地产行业指数分级 | 基金吧 | 档案
    （150121）银河沪深300成长优先 | 基金吧 | 档案
    （150122）银河沪深300成长进取 | 基金吧 | 档案
    （150123）建信央视50A | 基金吧 | 档案
    （150124）建信央视50B | 基金吧 | 档案
    （150130）国泰国证医药卫生指数分级A | 基金吧 | 档案
    （150131）国泰国证医药卫生指数分级B | 基金吧 | 档案
    （150133）德邦德信中高企债指数分级A | 基金吧 | 档案
    （150134）德邦德信中高企债指数分级B | 基金吧 | 档案
    （150135）国富中证100指数增强分级A | 基金吧 | 档案
    （150136）国富中证100指数增强分级B | 基金吧 | 档案
    （150138）银华800A | 基金吧 | 档案
    （150139）银华800B | 基金吧 | 档案
    （150140）国金300A | 基金吧 | 档案
    （150141）国金沪深300指数分级B | 基金吧 | 档案
    （150143）银华中证转债指数增强分级A | 基金吧 | 档案
    （150144）银华中证转债指数增强分级B | 基金吧 | 档案
    （150145）招商沪深300高贝塔分级A | 基金吧 | 档案
    （150146）招商沪深300高贝塔分级B | 基金吧 | 档案
    （150148）信诚中证800医药指数分级 | 基金吧 | 档案
    （150149）信诚中证800医药指数分级 | 基金吧 | 档案
    （150150）信诚中证800有色指数分级A | 基金吧 | 档案
    （150151）信诚中证800有色指数分级B | 基金吧 | 档案
    （150152）富国创业板指数分级A | 基金吧 | 档案
    （150153）富国创业板指数分级B | 基金吧 | 档案
    （150154）中海惠丰纯债分级债券B | 基金吧 | 档案
    （150156）中银互利分级债券B | 基金吧 | 档案
    （150157）信诚中证800金融指数分级A | 基金吧 | 档案
    （150158）信诚中证800金融指数分级B | 基金吧 | 档案
    （150159）中欧添B | 基金吧 | 档案
    （150161）新华惠鑫分级债券B | 基金吧 | 档案
    （150162）银华永益分级债券B | 基金吧 | 档案
    （150164）东吴转债A | 基金吧 | 档案
    （150165）东吴转债B | 基金吧 | 档案
    （150166）国富恒利分级债券B | 基金吧 | 档案
    （150167）银华沪深300指数分级A | 基金吧 | 档案
    （150168）银华沪深300指数分级B | 基金吧 | 档案
    （150169）汇添富恒生指数分级A | 基金吧 | 档案
    （150170）汇添富恒生指数分级B | 基金吧 | 档案
    （150171）申万菱信申万证券分级A | 基金吧 | 档案
    （150172）申万菱信申万证券分级B | 基金吧 | 档案
    （150173）信诚中证TMT产业指数分级A | 基金吧 | 档案
    （150174）信诚中证TMT产业指数分级 | 基金吧 | 档案
    （150175）银华恒生国企指数分级A | 基金吧 | 档案
    （150176）银华恒生国企指数分级B | 基金吧 | 档案
    （150177）鹏华证券保险分级A | 基金吧 | 档案
    （150178）鹏华证券保险分级B | 基金吧 | 档案
    （150179）鹏华信息分级A | 基金吧 | 档案
    （150180）鹏华信息分级B | 基金吧 | 档案
    （150181）富国中证军工指数分级A | 基金吧 | 档案
    （150182）富国中证军工指数分级B | 基金吧 | 档案
    （150184）申万中证环保产业指数分级A | 基金吧 | 档案
    （150185）申万中证环保产业指数分级B | 基金吧 | 档案
    （150186）申万菱信中证军工指数分级A | 基金吧 | 档案
    （150187）申万菱信中证军工指数分级B | 基金吧 | 档案
    （150188）招商可转债分级债券A | 基金吧 | 档案
    （150189）招商可转债分级债券B | 基金吧 | 档案
    （150190）新华中证环保产业指数分级A | 基金吧 | 档案
    （150191）新华中证环保产业指数分级B | 基金吧 | 档案
    （150192）鹏华地产分级A | 基金吧 | 档案
    （150193）鹏华地产分级B | 基金吧 | 档案
    （150194）富国中证移动互联网指数分级 | 基金吧 | 档案
    （150195）富国中证移动互联网指数分级 | 基金吧 | 档案
    （150196）国泰国证有色金属行业分级A | 基金吧 | 档案
    （150197）国泰国证有色金属行业分级B | 基金吧 | 档案
    （150198）国泰国证食品饮料行业指数A | 基金吧 | 档案
    （150199）国泰国证食品饮料行业指数B | 基金吧 | 档案
    （150200）招商中证全指证券公司A | 基金吧 | 档案
    （150201）招商中证全指证券公司B | 基金吧 | 档案
    （150203）鹏华传媒分级A | 基金吧 | 档案
    （150204）鹏华传媒分级B | 基金吧 | 档案
    （150205）鹏华中证国防指数分级A | 基金吧 | 档案
    （150206）鹏华中证国防指数分级B | 基金吧 | 档案
    （150207）招商沪深300地产指数分级 | 基金吧 | 档案
    （150208）招商沪深300地产指数分级 | 基金吧 | 档案
    （150209）富国中证国企改革指数分级A | 基金吧 | 档案
